Client_ID,Investment_Type,Amount,Returns,Risk_Level
1084,Stock,58.6875,41.49433726539319,High
1085,Stock,59.8125,43.01115067355161,High
1086,Stock,58.875,43.29394521811396,High
1087,Stock,60.75,38.78112592136597,High
1088,Stock,62.4375,44.06244683237816,High
1089,Stock,62.125,43.198271670287866,High
1090,Stock,61.0,42.455172472774045,High
1091,Stock,61.625,40.84967593793856,High
1092,Stock,62.0,43.916539548534125,High
1093,Stock,58.75,42.6886668993397,High
1094,Stock,58.0625,43.588462536260934,High
1095,Stock,57.4375,43.58168645231586,High
1096,Stock,58.5,40.45521251197408,High
1097,Stock,59.5,41.23942248337077,High
1098,Stock,58.375,42.377412924806514,High
1099,Stock,59.0625,38.914691291265264,High
1100,Stock,60.75,44.05847425590773,High
1101,Stock,60.875,41.732860559358414,High
1102,Stock,61.25,43.474677259895586,High
1103,Stock,61.0625,41.455724699136894,High
1104,Stock,61.125,43.47315014387113,High
1105,Stock,61.0,44.206674917637585,High
1106,Stock,58.3125,42.07474322022485,High
1107,Stock,59.5,39.09294052118404,High
1108,Stock,61.375,42.17965368940884,High
1109,Stock,61.8125,39.27775526263426,High
1110,Stock,63.1875,44.206681143438026,High
1111,Stock,61.875,39.554812494213955,High
1112,Stock,63.5,43.78208746014413,High
1113,Stock,62.75,43.777082422865135,High
1114,Stock,60.6875,43.46791121416608,High
1115,Stock,58.875,36.93821204200885,High
1116,Stock,58.25,40.5863922606393,High
1117,Stock,57.9375,41.0121944980803,High
1118,Stock,59.5,42.116713873173126,High
1119,Stock,60.5,41.287507124636555,High
1120,Stock,61.125,42.32564509987367,High
1121,Stock,62.6875,37.74639658575164,High
1122,Stock,63.25,42.2398401756366,High
1123,Stock,61.8125,43.92644478913605,High
1124,Stock,62.0,38.61649329507013,High
1125,Stock,64.5,28.93407316906898,High
1126,Stock,70.1875,42.27935629823153,High
1127,Stock,69.3125,43.79681199070735,High
1128,Stock,69.125,42.636772881804184,High
1129,Stock,68.3125,43.010546598485604,High
1130,Stock,69.4375,42.51541019339372,High
1131,Stock,71.25,39.16553550063206,High
1132,Stock,72.5,42.940658624920886,High
1133,Stock,71.75,43.676109342399215,High
1134,Stock,70.625,41.300527616343516,High
1135,Stock,71.5625,40.49082910998665,High
1136,Stock,73.75,33.09807759047229,High
1137,Stock,77.25,42.54254130245237,High
1138,Stock,78.375,36.21416963005144,High
1139,Stock,78.5625,42.11749371744211,High
1140,Stock,79.25,42.24377200722458,High
1141,Stock,79.625,43.36382040949992,High
1142,Stock,78.5,41.78162397296309,High
1143,Stock,77.5,43.463619202139256,High
1144,Stock,76.75,43.22657068659164,High
1145,Stock,76.625,42.646489762854316,High
1146,Stock,74.375,43.68497103117264,High
1147,Stock,74.5,42.729003397845354,High
1148,Stock,74.75,41.21089503584993,High
1149,Stock,76.25,41.60506779247124,High
1150,Stock,78.375,42.674935601776696,High
1151,Stock,76.5625,43.108701120831824,High
1152,Stock,77.25,37.369209040257026,High
1153,Stock,80.0,43.926478596691574,High
1154,Stock,79.75,43.476708351076915,High
1155,Stock,79.5625,39.64813769067777,High
1156,Stock,81.0625,42.17254275051799,High
1157,Stock,77.8125,42.21300074668853,High
1158,Stock,77.75,40.86896060766283,High
1159,Stock,77.75,42.4379930884885,High
1160,Stock,78.4375,40.78543680525776,High
1161,Stock,80.75,41.9488789975605,High
1162,Stock,79.5,41.370253963759666,High
1163,Stock,79.125,42.91045855873509,High
1164,Stock,80.6875,43.3711915041238,High
1165,Stock,80.5,41.18599465124685,High
1166,Stock,82.0625,38.95249665281977,High
1167,Stock,85.375,39.633177958284385,High
1168,Stock,89.5625,39.82822493942515,High
1169,Stock,91.5,39.81973377902465,High
1170,Stock,87.75,43.009780100216275,High
1171,Stock,82.25,43.05673683905322,High
1172,Stock,78.375,43.01409179337011,High
1173,Stock,78.625,37.583152207180234,High
1174,Stock,79.875,39.241422842221155,High
1175,Stock,81.75,39.44870503381311,High
1176,Stock,84.5625,43.50217772580833,High
1177,Stock,83.375,42.220621188919495,High
1178,Stock,82.875,41.15862014117951,High
1179,Stock,85.3125,43.40118187787262,High
1180,Stock,84.75,40.405947143537965,High
1181,Stock,86.75,42.59094886688405,High
1182,Stock,84.875,41.95214025842283,High
1183,Stock,84.5625,41.84219417058264,High
1184,Stock,81.5,43.28967789839567,High
1185,Stock,82.375,41.1587363397404,High
1186,Stock,84.125,37.01103121737285,High
1187,Stock,87.625,41.50868761327213,High
1188,Stock,86.125,42.283672546450305,High
1189,Stock,86.5,35.68979835495211,High
1190,Stock,90.5,42.547850113457095,High
1191,Stock,88.625,39.78597789574634,High
1192,Stock,84.8125,42.78222127232822,High
1193,Stock,83.5625,41.8198622835337,High
1194,Stock,83.5,39.95783046866288,High
1195,Stock,85.75,37.803267784536494,High
1196,Stock,86.5625,43.418554378559776,High
1197,Stock,85.5,41.862600328748535,High
1198,Stock,85.0,43.51808226559551,High
1199,Stock,84.625,40.61369205056226,High
1200,Stock,85.125,41.44449673032924,High
1201,Stock,82.875,43.62092488580167,High
1202,Stock,81.125,41.97906355406849,High
1203,Stock,80.75,43.61807484418571,High
1204,Stock,80.6875,42.187259364544595,High
1205,Stock,81.0625,35.87223511815551,High
1206,Stock,85.5,37.11402995972954,High
1207,Stock,88.25,42.11871456394108,High
1208,Stock,87.0,42.095897744163025,High
1209,Stock,88.0,36.7369496717413,High
1210,Stock,93.1875,41.35899048735592,High
1211,Stock,94.125,40.55601025908379,High
1212,Stock,96.75,35.66635695338414,High
1213,Stock,102.375,41.9098811440276,High
1214,Stock,102.4375,40.38868294747593,High
1215,Stock,99.6875,40.815781078914014,High
1216,Stock,101.25,35.767504042014856,High
1217,Stock,108.5,38.92756641092155,High
1218,Stock,106.5,38.68320790994433,High
1219,Stock,103.5,42.014037518595835,High
1220,Stock,101.375,40.69334287706429,High
1221,Stock,99.25,38.07740038372005,High
1222,Stock,103.25,27.382389146448883,High
1223,Stock,112.5625,42.62052130787781,High
1224,Stock,106.5,29.447428692564248,High
1225,Stock,114.8125,40.85382176348073,High
1226,Stock,115.125,39.04895950083537,High
1227,Stock,117.6875,39.43436539501219,High
1228,Stock,111.75,43.408352195257784,High
1229,Stock,108.5,37.70076240647355,High
1230,Stock,110.75,39.402384400848845,High
1231,Stock,105.125,41.375717834302755,High
1232,Stock,103.3125,41.08333489613612,High
1233,Stock,105.5,43.729157441996314,High
1234,Stock,91.125,33.30613028444895,High
1235,Stock,93.5,37.92099431783013,High
1236,Stock,100.0,35.59355698877033,High
1237,Stock,101.1875,41.88878030202127,High
1238,Stock,103.5625,39.03046992394374,High
1239,Stock,104.3125,43.04354294440337,High
1240,Stock,96.5,43.63612743098488,High
1241,Stock,92.3125,39.29658332875711,High
1242,Stock,79.4375,37.97563648222573,High
1243,Stock,81.0,33.052186118854436,High
1244,Stock,86.875,33.1890894446622,High
1245,Stock,89.625,39.74465045838939,High
1246,Stock,88.0,42.23199071018111,High
1247,Stock,84.625,39.82748047789318,High
1248,Stock,87.5,29.40325992681576,High
1249,Stock,94.0,42.78566507375544,High
1250,Stock,90.375,36.287933368478285,High
1251,Stock,90.875,39.889215317247846,High
1252,Stock,93.25,37.99574602656323,High
1253,Stock,92.5,42.77356721950852,High
1254,Stock,89.6875,41.28073523785281,High
1255,Stock,88.125,40.26250038934079,High
1256,Stock,87.4375,39.65215663095957,High
1257,Stock,85.75,40.97644613153789,High
1258,Stock,84.75,42.07831684737335,High
1259,Stock,80.5625,42.00293419720847,High
1260,Stock,80.4375,42.76880044313005,High
1261,Stock,80.25,37.495058079857245,High
1262,Stock,83.8125,38.186687413696,High
1263,Stock,84.0,41.02687741532292,High
1264,Stock,83.0,40.684897334972895,High
1265,Stock,83.875,41.230011742335606,High
1266,Stock,82.125,39.40754415004532,High
1267,Stock,80.625,41.138251427351854,High
1268,Stock,81.5,41.270153727498574,High
1269,Stock,79.5,42.64808010352578,High
1270,Stock,71.9375,41.45603828692677,High
1271,Stock,69.375,42.64561214051403,High
1272,Stock,70.625,40.80390754206911,High
1273,Stock,71.125,38.788845168378224,High
1274,Stock,73.625,38.376622319799466,High
1275,Stock,83.5,37.968621800934486,High
1276,Stock,84.5,43.54519400389878,High
1277,Stock,81.75,41.17079763320906,High
1278,Stock,82.375,36.40422538858958,High
1279,Stock,85.0625,43.54517036934134,High
1280,Stock,83.25,43.54516059458716,High
1281,Stock,81.75,40.852958673162256,High
1282,Stock,82.625,39.329424755677444,High
1283,Stock,84.8125,35.36542828257427,High
1284,Stock,87.0,38.37601911615047,High
1285,Stock,87.625,39.854333420905775,High
1286,Stock,89.5,40.21606118044056,High
1287,Stock,87.375,40.92439327773716,High
1288,Stock,84.25,39.60973605443897,High
1289,Stock,82.0,39.71165819578096,High
1290,Stock,84.0,40.2069590866798,High
1291,Stock,85.75,40.273561190956094,High
1292,Stock,87.625,42.42780771276698,High
1293,Stock,88.0,40.550562213288835,High
1294,Stock,88.3125,36.86197642321583,High
1295,Stock,92.5625,40.184892638958345,High
1296,Stock,93.4375,41.277256662342346,High
1297,Stock,93.875,40.45924080861998,High
1298,Stock,88.375,36.1320454591128,High
1299,Stock,90.9375,37.49726317304891,High
1300,Stock,93.8125,37.851123335702944,High
1301,Stock,97.0625,41.450349690624726,High
1302,Stock,100.125,40.992901248660424,High
1303,Stock,99.5,37.00477491065099,High
1304,Stock,102.875,41.736912150337474,High
1305,Stock,100.0,43.54520246880401,High
1306,Stock,101.125,39.74503644482775,High
1307,Stock,100.3125,42.921851026327936,High
1308,Stock,101.0,39.65814102777123,High
1309,Stock,102.8125,41.39727050502488,High
1310,Stock,102.75,39.802593744303636,High
1311,Stock,103.6875,40.246425789975156,High
1312,Stock,102.75,39.06032906160116,High
1313,Stock,99.875,43.195054620202896,High
1314,Stock,95.9375,39.64437034089644,High
1315,Stock,94.5,37.290595692000885,High
1316,Stock,97.0,38.20919402110231,High
1317,Stock,99.25,39.33797811254816,High
1318,Stock,100.5,36.41757352047967,High
1319,Stock,108.0,39.18575634044611,High
1320,Stock,109.75,37.95345786254476,High
1321,Stock,112.8125,43.136304917377394,High
1322,Stock,111.875,39.554054917013296,High
1323,Stock,111.375,42.57422957642843,High
1324,Stock,111.75,33.65654074808738,High
1325,Stock,116.625,38.47633089728276,High
1326,Stock,117.75,42.843492639552515,High
1327,Stock,111.625,41.62960697087868,High
1328,Stock,113.0625,36.651212945163586,High
1329,Stock,116.0,42.14882461612105,High
1330,Stock,116.25,41.4727084331443,High
1331,Stock,117.75,40.83273085536724,High
1332,Stock,118.0625,42.244681963893115,High
1333,Stock,117.9375,42.995341041066645,High
1334,Stock,117.125,40.67193313344694,High
1335,Stock,118.25,38.47069101853424,High
1336,Stock,121.375,36.55358432833156,High
1337,Stock,123.125,42.7222254501834,High
1338,Stock,123.875,37.14659496585136,High
1339,Stock,127.125,40.60910792753031,High
1340,Stock,127.1875,41.565578037308185,High
1341,Stock,127.5,42.67486863663408,High
1342,Stock,125.9375,40.31037489161291,High
1343,Stock,124.0,43.08582009103549,High
1344,Stock,126.3125,37.196699628560296,High
1345,Stock,129.6875,41.59996194767589,High
1346,Stock,127.375,42.11901266705285,High
1347,Stock,128.6875,43.02695870495919,High
1348,Stock,124.3125,42.72844635856008,High
1349,Stock,117.75,42.391711796458004,High
1350,Stock,115.3125,37.8455180671071,High
1351,Stock,114.9375,39.653152356017884,High
1352,Stock,111.25,40.84223536204738,High
1353,Stock,109.5,36.66572175081703,High
1354,Stock,116.0625,42.83577271558727,High
1355,Stock,109.5,41.596205891475805,High
1356,Stock,105.75,41.616590544831276,High
1357,Stock,107.0,35.761414968725816,High
1358,Stock,111.4375,40.07461011897341,High
1359,Stock,113.125,40.57820584243279,High
1360,Stock,113.0,42.27255139958173,High
1361,Stock,108.625,42.309804003490754,High
1362,Stock,109.75,36.97774394659515,High
1363,Stock,105.4375,38.84754132651964,High
1364,Stock,103.6875,41.245753698177346,High
1365,Stock,100.0,39.621915544676945,High
1366,Stock,96.5625,33.12092840000227,High
1367,Stock,94.0625,42.99421746627436,High
1368,Stock,94.3125,33.22149752146738,High
1369,Stock,98.5,36.28330765427387,High
1370,Stock,96.25,39.040516746563355,High
1371,Stock,91.875,34.41332132023799,High
1372,Stock,99.75,42.04176828662156,High
1373,Stock,99.75,36.11978561790083,High
1374,Stock,101.25,41.53867681200103,High
1375,Stock,99.0,40.18953057281379,High
1376,Stock,95.75,42.54738453538775,High
1377,Stock,90.875,40.02082120565502,High
1378,Stock,91.875,41.46647128189188,High
1379,Stock,92.625,37.448481771796835,High
1380,Stock,94.1875,35.12859078215547,High
1381,Stock,94.5625,40.05145108581859,High
1382,Stock,96.3125,38.96039093353511,High
1383,Stock,99.25,41.50560381464478,High
1384,Stock,96.0,43.10550325995774,High
1385,Stock,93.0,42.0531681326826,High
1386,Stock,90.625,40.390887640486625,High
1387,Stock,89.25,39.10727247301374,High
1388,Stock,87.125,39.88712035385428,High
1389,Stock,83.3125,38.12144500416424,High
1390,Stock,88.25,42.19160943056134,High
1391,Stock,87.0625,38.42866992965664,High
1392,Stock,88.875,39.18560874670243,High
1393,Stock,86.5,40.657918447341494,High
1394,Stock,82.75,42.76733628651325,High
1395,Stock,79.625,35.43811665297352,High
1396,Stock,79.25,41.96708235806717,High
1397,Stock,80.6875,41.771065912547,High
1398,Stock,81.0625,40.70356124212955,High
1399,Stock,80.5,43.19865830516365,High
1400,Stock,80.125,38.44698674963705,High
1401,Stock,77.0,34.26236141221438,High
1402,Stock,81.6875,42.65297686556849,High
1403,Stock,80.25,40.5712065737729,High
1404,Stock,83.375,34.5260811723919,High
1405,Stock,86.1875,40.64885936935551,High
1406,Stock,84.625,41.114293429394465,High
1407,Stock,88.0,37.15899134594072,High
1408,Stock,91.375,36.29978089300015,High
1409,Stock,91.75,42.13367107326508,High
1410,Stock,91.8125,39.773269473518916,High
1411,Stock,86.625,41.86799471992374,High
1412,Stock,83.875,38.55272379614308,High
1413,Stock,85.875,43.094495401822265,High
1414,Stock,86.5,38.59220532772562,High
1415,Stock,87.75,39.618718059744054,High
1416,Stock,88.6875,35.37572302803231,High
1417,Stock,94.0625,36.314987820173755,High
1418,Stock,97.375,36.95736199946389,High
1419,Stock,100.0,40.56311683097262,High
1420,Stock,101.0,35.011088876020594,High
1421,Stock,106.3125,42.361725018974454,High
1422,Stock,97.5,39.270580534930275,High
1423,Stock,98.875,22.586787437216778,High
1424,Stock,111.0,40.97605014327744,High
1425,Stock,105.75,40.37783590367764,High
1426,Stock,102.625,38.15054447254098,High
1427,Stock,103.3125,41.2335423321734,High
1428,Stock,102.25,34.949912774671674,High
1429,Stock,107.5,39.31095346094817,High
1430,Stock,108.75,43.19874093510041,High
1431,Stock,108.0625,40.67642630615387,High
1432,Stock,109.3125,42.30368398465189,High
1433,Stock,107.25,42.7098592887629,High
1434,Stock,107.8125,39.013085007988884,High
1435,Stock,110.875,40.19742003934663,High
1436,Stock,114.0,40.576236003724055,High
1437,Stock,114.0,38.34008467124874,High
1438,Stock,113.125,42.49134794471103,High
1439,Stock,111.5625,39.14485225080124,High
1440,Stock,114.5,41.30240520417501,High
1441,Stock,114.05999755859376,37.54358822720879,High
1442,Stock,113.08000183105467,42.199994205168856,High
1443,Stock,114.5,38.564836024812834,High
1444,Stock,113.9499969482422,43.02988480254075,High
1445,Stock,111.25,41.95792030073534,High
1446,Stock,108.3499984741211,42.254701271809516,High
1447,Stock,104.08000183105467,41.51961147906532,High
1448,Stock,105.3000030517578,42.164932302153204,High
1449,Stock,103.0999984741211,36.8693648526835,High
1450,Stock,105.5,37.817177633826645,High
1451,Stock,105.0,41.826807885876214,High
1452,Stock,103.38999938964844,41.862450454520854,High
1453,Stock,103.6999969482422,38.3722040594521,High
1454,Stock,101.3000030517578,42.760632944179164,High
1455,Stock,94.3499984741211,40.58399917604735,High
1456,Stock,93.61000061035156,41.84535317205661,High
1457,Stock,91.26000213623048,34.30101083659134,High
1458,Stock,90.25,34.41879719232075,High
1459,Stock,92.62999725341795,34.79171186109873,High
1460,Stock,96.51000213623048,40.38059958639649,High
1461,Stock,91.2699966430664,42.29409955331113,High
1462,Stock,87.19999694824219,36.156536419784416,High
1463,Stock,89.0999984741211,39.44291561108509,High
1464,Stock,88.72000122070312,37.71814407794742,High
1465,Stock,93.3499984741211,40.042087350365975,High
1466,Stock,92.6500015258789,39.577507461139206,High
1467,Stock,90.6500015258789,41.327498806379396,High
1468,Stock,86.9000015258789,42.87803577145048,High
1469,Stock,81.56999969482422,41.44714873647315,High
1470,Stock,83.5,36.487777813181246,High
1471,Stock,83.11000061035156,41.67862615330821,High
1472,Stock,85.8499984741211,39.627019134215594,High
1473,Stock,87.05000305175781,42.225515801650204,High
1474,Stock,88.25,38.81130850172919,High
1475,Stock,87.05999755859375,43.0424528967088,High
1476,Stock,84.8499984741211,42.79005464212866,High
1477,Stock,81.0,34.8672561650155,High
1478,Stock,86.9000015258789,38.407605387007365,High
1479,Stock,88.56999969482422,41.96857235274442,High
1480,Stock,87.4000015258789,33.71027116389997,High
1481,Stock,86.5,41.81288318024208,High
1482,Stock,86.0,39.63284075772566,High
1483,Stock,85.0999984741211,43.04251285981036,High
1484,Stock,84.0,42.770523189443274,High
1485,Stock,80.9800033569336,42.46192232530172,High
1486,Stock,77.0,42.064658879854086,High
1487,Stock,79.9000015258789,32.89641749613356,High
1488,Stock,82.83999633789062,40.731949737533974,High
1489,Stock,82.61000061035156,40.67557381134207,High
1490,Stock,85.51000213623047,39.295833130855826,High
1491,Stock,89.5,40.222296013297694,High
1492,Stock,89.0999984741211,35.5860704285053,High
1493,Stock,91.77999877929688,43.04252896989252,High
1494,Stock,90.5500030517578,39.12460736813921,High
1495,Stock,95.0999984741211,36.5112013036793,High
1496,Stock,95.5,39.83576354490496,High
1497,Stock,94.5,41.13429260365527,High
1498,Stock,92.5,42.15985385540784,High
1499,Stock,91.1500015258789,42.47606633778223,High
1500,Stock,89.69999694824219,38.06446021713771,High
1501,Stock,91.5,41.33755516225357,High
1502,Stock,91.9499969482422,41.34493640453035,High
1503,Stock,91.0,42.70991517007861,High
1504,Stock,89.29000091552734,37.68556533294996,High
1505,Stock,93.9499969482422,36.96255172571042,High
1506,Stock,95.13999938964844,41.58695094592154,High
1507,Stock,93.8000030517578,37.869406975200306,High
1508,Stock,95.69000244140624,42.39058948864844,High
1509,Stock,95.0199966430664,42.52173107028096,High
1510,Stock,94.4499969482422,42.54976474783672,High
1511,Stock,94.48999786376952,42.83656627389758,High
1512,Stock,92.5,42.32824046628201,High
1513,Stock,92.27999877929688,40.103512814697424,High
1514,Stock,93.1999969482422,40.381503566389895,High
1515,Stock,92.5,32.2178931721003,High
1516,Stock,97.8499984741211,42.7209123708346,High
1517,Stock,96.75,42.132190885403126,High
1518,Stock,97.0,35.996867169059165,High
1519,Stock,102.30999755859376,41.51125639110195,High
1520,Stock,99.1999969482422,42.72281000012516,High
1521,Stock,98.0500030517578,40.2913108880801,High
1522,Stock,97.5199966430664,42.225053141868315,High
1523,Stock,95.20999908447266,40.404021879839995,High
1524,Stock,94.4000015258789,42.324011851365164,High
1525,Stock,94.48999786376952,41.95037751257179,High
1526,Stock,93.9000015258789,38.72997036520871,High
1527,Stock,95.25,41.001622953097,High
1528,Stock,97.0,42.35308580988528,High
1529,Stock,94.69000244140624,41.59567701758477,High
1530,Stock,94.55999755859376,39.41669627853357,High
1531,Stock,95.25,42.70196276510565,High
1532,Stock,91.9000015258789,42.69597939200735,High
1533,Stock,90.05999755859375,40.06734997543791,High
1534,Stock,89.06999969482422,42.72258152378882,High
1535,Stock,87.0,42.85045514598927,High
1536,Stock,86.05000305175781,37.68266878698764,High
1537,Stock,88.0,41.81916075478695,High
1538,Stock,87.75,42.169992105078734,High
1539,Stock,86.43000030517578,39.68288551420595,High
1540,Stock,87.75,34.80171378770242,High
1541,Stock,91.08999633789062,41.29999544359556,High
1542,Stock,90.5999984741211,42.316970586652644,High
1543,Stock,87.5,38.436722909401865,High
1544,Stock,87.5,42.86685931834789,High
1545,Stock,86.23999786376953,42.27284913247871,High
1546,Stock,84.5,40.7020745887476,High
1547,Stock,84.44999694824219,42.61342352135926,High
1548,Stock,83.75,42.441566806887856,High
1549,Stock,83.5,42.01636810000163,High
1550,Stock,81.69999694824219,40.45983536609519,High
1551,Stock,81.25,41.71561916482319,High
1552,Stock,81.13999938964844,42.061338190897516,High
1553,Stock,80.0,40.065407206814655,High
1554,Stock,83.08000183105469,37.138836507758896,High
1555,Stock,85.62000274658203,41.98781947744911,High
1556,Stock,82.0,40.46856775345847,High
1557,Stock,81.6500015258789,35.8773339014553,High
1558,Stock,82.30000305175781,39.975419497361614,High
1559,Stock,81.6500015258789,40.54303675619881,High
1560,Stock,82.05000305175781,41.31668984285199,High
1561,Stock,81.58999633789062,42.604606388852424,High
1562,Stock,80.75,40.9466995913183,High
1563,Stock,81.1500015258789,39.34663397054782,High
1564,Stock,81.80000305175781,38.0730601716279,High
1565,Stock,83.5999984741211,40.6121898890058,High
1566,Stock,82.05999755859375,41.57723016260277,High
1567,Stock,82.06999969482422,40.794257280408154,High
1568,Stock,83.4000015258789,39.40477222077373,High
1569,Stock,85.94000244140625,42.06903832063244,High
1570,Stock,84.8499984741211,41.57962529095124,High
1571,Stock,83.69999694824219,42.239310554508606,High
1572,Stock,82.7699966430664,41.34923877173406,High
1573,Stock,81.80000305175781,42.6642609173516,High
1574,Stock,78.94999694824219,40.703845966364085,High
1575,Stock,78.55000305175781,38.691528758097476,High
1576,Stock,79.94999694824219,38.75916601541138,High
1577,Stock,81.30000305175781,42.664161154620494,High
1578,Stock,80.80999755859375,40.85141749989694,High
1579,Stock,79.95999908447266,40.65876591710963,High
1580,Stock,77.05000305175781,42.294788713521925,High
1581,Stock,77.26000213623047,41.601245723453815,High
1582,Stock,75.4000015258789,42.66416623528403,High
1583,Stock,75.05000305175781,38.15422729756035,High
1584,Stock,76.80000305175781,41.01173513692441,High
1585,Stock,77.9000015258789,36.69788381874952,High
1586,Stock,80.5,40.22544684892316,High
1587,Stock,80.51000213623047,41.713754145614054,High
1588,Stock,79.80000305175781,40.89858673661072,High
1589,Stock,78.5,40.675014072078845,High
1590,Stock,79.01000213623047,40.72289395653815,High
1591,Stock,79.25,42.0011911062517,High
1592,Stock,78.0999984741211,41.84692408531581,High
1593,Stock,76.6500015258789,41.831519299681865,High
1594,Stock,74.0,41.744799158182154,High
1595,Stock,73.5,37.609204846165476,High
1596,Stock,68.58000183105469,40.978530729647794,High
1597,Stock,66.27999877929688,40.0856579148189,High
1598,Stock,63.27000045776367,33.70411447354802,High
1599,Stock,64.0999984741211,39.084005897613515,High
1600,Stock,63.290000915527344,33.39070068433196,High
1601,Stock,69.55999755859375,40.74206372300139,High
1602,Stock,69.5999984741211,41.78821163294202,High
1603,Stock,69.8499984741211,42.66418187270659,High
1604,Stock,66.93000030517578,38.585091183017916,High
1605,Stock,69.51000213623047,38.98511802381145,High
1606,Stock,71.0,37.811670017141104,High
1607,Stock,72.43000030517578,40.39631843511679,High
1608,Stock,72.87999725341797,35.57655781850165,High
1609,Stock,76.33000183105469,37.84257849974394,High
1610,Stock,75.87999725341797,41.97192334888246,High
1611,Stock,74.3499984741211,40.86437320056559,High
1612,Stock,75.0,37.30028893341849,High
1613,Stock,77.30000305175781,36.636679787260945,High
1614,Stock,82.0,39.51659042707477,High
1615,Stock,80.75,39.13206252965116,High
1616,Stock,81.5199966430664,37.79602479015585,High
1617,Stock,83.5999984741211,41.563522573791325,High
1618,Stock,82.05999755859375,42.64687948910202,High
1619,Stock,80.80999755859375,41.6127058692662,High
1620,Stock,79.1500015258789,41.59087155844351,High
1621,Stock,79.51000213623047,39.01008981903737,High
1622,Stock,81.4000015258789,42.31444119438763,High
1623,Stock,80.1500015258789,42.043896633234844,High
1624,Stock,78.6500015258789,37.638983314258354,High
1625,Stock,81.12000274658203,39.023871696837276,High
1626,Stock,80.8499984741211,42.451588984396516,High
1627,Stock,79.0999984741211,40.76104654268869,High
1628,Stock,78.0,42.1599275824813,High
1629,Stock,77.30999755859375,36.46751101414286,High
1630,Stock,80.30000305175781,39.074210345428575,High
